@relation WGN0331_data

@attribute TradingPeriod numeric
@attribute IsProxyPriceFlag numeric
@attribute Med$PerMWHr numeric
@attribute IntTime numeric
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Avg$PerMWHr numeric

@data
31,0,7.04,54606,2022,12,19,7.28
32,0,9.34,56372,2022,12,19,9.058571
33,0,3.99,58192,2022,12,19,3.981429
34,0,3.96,59988,2022,12,19,3.94
35,0,3.74,61958,2022,12,19,3.723333
36,0,9.915,63721.5,2022,12,19,8.878333
37,0,9.955,65538,2022,12,19,9.96
38,0,9.845,67329.5,2022,12,19,8.918333
39,0,3.78,68982,2022,12,19,2.424286
40,0,2.15,70651.5,2022,12,19,3.6175
41,0,0.485,72439,2022,12,19,0.48
42,0,0.485,73946.5,2022,12,19,0.485
43,0,10.11,76184,2022,12,19,10.051429
44,0,4.065,78139,2022,12,19,5.923333
45,0,9.985,79941,2022,12,19,8.225
46,0,4.06,81731.5,2022,12,19,5.961667
47,0,4.09,83530.5,2022,12,19,4.003333
48,0,0.5,85186,2022,12,19,1.112
1,0,4.13,887,2022,12,20,4.582857
2,0,2.315,2530,2022,12,20,2.323333
3,0,0.5,4317.5,2022,12,20,0.491667
4,0,0.5,5670,2022,12,20,0.5
5,0,0.14,7791,2022,12,20,0.14
6,0,0.03,8988,2022,12,20,0.03
7,0,0.02,10784,2022,12,20,0.02
8,0,0.02,13331,2022,12,20,0.02
9,0,0.02,15129,2022,12,20,0.02
10,0,0.045,16931.5,2022,12,20,0.061667
11,0,0.5,18728,2022,12,20,0.348333
12,0,0.48,20538.5,2022,12,20,0.333333
13,0,0.49,22209,2022,12,20,1.902857
14,0,0.49,23975,2022,12,20,1.97
15,0,3.95,25791,2022,12,20,4.602857
16,0,9.59,27732.5,2022,12,20,7.838333
17,0,3.95,29392,2022,12,20,4.62
18,0,5.89,31181,2022,12,20,6.26
19,0,3.87,32984,2022,12,20,5.815714
20,0,3.65,34927,2022,12,20,3.653333
21,0,3.71,36734,2022,12,20,4.638333
22,0,9.8,38528.5,2022,12,20,11.936667
23,0,11.51,40182,2022,12,20,9.98
24,0,11.58,42287,2022,12,20,11.534
25,0,4.815,43925.5,2022,12,20,5.343333
26,0,3.795,45733.5,2022,12,20,4.956667
27,0,12.99,47529,2022,12,20,16.618333
28,0,17.79,49334,2022,12,20,17.583333
29,0,9.735,51131.5,2022,12,20,10.338333
30,0,9.73,52949,2022,12,20,9.72
31,0,3.775,54732,2022,12,20,4.306667
32,0,3.635,56532,2022,12,20,3.64
33,0,3.7,58326.5,2022,12,20,3.681667
34,0,5.64,60125,2022,12,20,6.536667
35,0,3.84,62228,2022,12,20,4.24
36,0,3.755,63728.5,2022,12,20,4.308333
37,0,3.73,65531.5,2022,12,20,6.591667
38,0,3.715,67336.5,2022,12,20,3.925
39,0,0.47,69139,2022,12,20,1.501667
40,0,0.035,70934.5,2022,12,20,0.038333
41,0,0.03,72735.5,2022,12,20,0.03
42,0,0.465,74541,2022,12,20,0.465
43,0,3.32,76488,2022,12,20,4.012
44,0,1.88,78170.5,2022,12,20,2.183333
45,0,0.02,79846,2022,12,20,0.085714
46,0,0.02,81631,2022,12,20,0.022857
47,0,0.02,83414,2022,12,20,0.02
48,0,0.02,85222,2022,12,20,0.091429
1,0,0.48,896,2022,12,21,1.527143
2,0,0.485,2246,2022,12,21,1.801667
3,0,0.265,4334.5,2022,12,21,0.255
4,0,0.05,6148,2022,12,21,0.113333
5,0,0.485,7942,2022,12,21,0.341667
6,0,0.015,9740.5,2022,12,21,0.02
7,0,0.015,11539.5,2022,12,21,0.015
8,0,0.01,13202,2022,12,21,0.012
9,0,0.02,15010,2022,12,21,0.087143
10,0,0.49,16808,2022,12,21,1.061429
11,0,4.51,18595,2022,12,21,2.914286
12,0,4.21,20393,2022,12,21,2.682857
13,0,0.02,22203,2022,12,21,0.082857
14,0,0.02,24014,2022,12,21,0.025714
15,0,0.02,25795,2022,12,21,0.14
16,0,0.05,27610,2022,12,21,0.205714
17,0,0.45,29386,2022,12,21,0.432857
18,0,0.45,31340,2022,12,21,1.051667
19,0,0.45,32984,2022,12,21,1.984286
20,0,0.435,34662.5,2022,12,21,0.455
21,0,0.435,36764,2022,12,21,0.446667
22,0,3.97,38383,2022,12,21,4.1
23,0,3.93,40238,2022,12,21,3.02
24,0,3.855,42137,2022,12,21,3.875
25,0,3.87,43782,2022,12,21,2.901429
26,0,0.44,45744.5,2022,12,21,0.438333
27,0,0.415,47535,2022,12,21,0.418333
28,0,0.02,49189,2022,12,21,0.077143
29,0,0.02,50831.5,2022,12,21,0.02
30,0,0.02,52382,2022,12,21,0.02
31,0,0.05,54154,2022,12,21,0.135
32,0,0.07,56473,2022,12,21,0.104286
33,0,0.07,58043,2022,12,21,0.123333
34,0,0.02,59898.5,2022,12,21,0.026667
35,0,0.02,61686.5,2022,12,21,0.02
36,0,0.02,63610,2022,12,21,0.094
37,0,0.025,65534,2022,12,21,0.155
38,0,0.41,67326,2022,12,21,0.293333
39,0,0.02,68986,2022,12,21,0.11
40,0,0.02,70933.5,2022,12,21,0.02
41,0,0.04,72736,2022,12,21,0.163333
42,0,0.02,74537.5,2022,12,21,0.02
43,0,0.435,76338.5,2022,12,21,0.435
44,0,0.24,78131,2022,12,21,0.23
45,0,0.02,79938.5,2022,12,21,0.16
46,0,0.02,81726,2022,12,21,0.02
47,0,0.02,83530,2022,12,21,0.021667
48,0,0.02,85329,2022,12,21,0.021667
1,0,0.02,1030.5,2022,12,22,0.023333
2,0,0.02,2392,2022,12,22,0.018
3,0,0.01,3883,2022,12,22,0.01
4,0,0.01,6289,2022,12,22,0.016
5,0,0.01,7934.5,2022,12,22,0.01
6,0,0.01,9737,2022,12,22,0.01
7,0,0.01,11528.5,2022,12,22,0.013333
8,0,0.01,13333,2022,12,22,0.01
9,0,0.01,15436,2022,12,22,0.01
10,0,0.01,16934,2022,12,22,0.015
11,0,0.01,18580,2022,12,22,0.034
12,0,0.03,20524,2022,12,22,0.03
13,0,0.03,22344.5,2022,12,22,0.03
14,0,0.03,23990,2022,12,22,0.03
15,0,0.03,25795,2022,12,22,0.042857
16,0,0.03,27763,2022,12,22,0.0325
17,0,0.04,29451,2022,12,22,0.05
18,0,0.14,31194,2022,12,22,0.167143
19,0,0.45,32989,2022,12,22,0.718571
20,0,2.26,34983,2022,12,22,2.27
21,0,4.13,36586,2022,12,22,3.348571
22,0,4.095,38249.5,2022,12,22,3.8
23,0,5.05,40212,2022,12,22,6.261667
24,0,4.225,41854,2022,12,22,4.226667
25,0,2.21,43797,2022,12,22,2.27
26,0,0.46,45594,2022,12,22,0.458571
27,0,0.46,47388,2022,12,22,0.451429
28,0,0.45,49221,2022,12,22,0.445
29,0,0.45,50838,2022,12,22,0.438333
30,0,0.45,52798,2022,12,22,0.457143
31,0,0.49,54596,2022,12,22,0.997143
32,0,0.515,56263,2022,12,22,1.076667
33,0,2.25,58222,2022,12,22,1.504286
34,0,1.415,59933.5,2022,12,22,1.731667
35,0,2.33,61805,2022,12,22,2.97
36,0,4.495,63731,2022,12,22,4.495
37,0,4.49,65537.5,2022,12,22,4.498333
38,0,4.46,67333.5,2022,12,22,4.466667
39,0,4.51,69104.5,2022,12,22,3.19
40,0,0.49,70932.5,2022,12,22,1.145
41,0,0.52,72586,2022,12,22,2.13
42,0,0.52,74533,2022,12,22,1.858333
43,0,4.67,76199,2022,12,22,5.558571
44,0,4.72,78131,2022,12,22,5.65
45,0,0.495,79942.5,2022,12,22,1.775
46,0,0.49,81582,2022,12,22,0.297143
47,0,0.5,83385,2022,12,22,1.064286
48,0,2.525,85039.5,2022,12,22,2.595
1,0,0.03,898,2022,12,23,2.037143
2,0,0.03,2690,2022,12,23,0.03
3,0,0.03,4057,2022,12,23,0.03
4,0,0.03,5862.5,2022,12,23,0.03
5,0,0.03,7654,2022,12,23,0.03
6,0,0.03,9020,2022,12,23,0.03
7,0,0.03,10965,2022,12,23,0.03
8,0,0.03,11793.5,2022,12,23,0.03
9,0,0.03,14837.5,2022,12,23,0.03
10,0,0.03,16940,2022,12,23,0.03
11,0,0.035,18730,2022,12,23,0.816667
12,0,0.03,20240.5,2022,12,23,0.03
13,0,0.03,22185,2022,12,23,0.045714
14,0,0.03,24012,2022,12,23,0.06
15,0,0.04,25787,2022,12,23,0.077143
16,0,0.04,27583,2022,12,23,0.098571
17,0,0.03,29385,2022,12,23,0.072857
18,0,0.14,31189,2022,12,23,0.498571
19,0,0.14,33001,2022,12,23,0.24
20,0,0.14,34652.5,2022,12,23,0.138333
21,0,0.035,36594.5,2022,12,23,0.068333
22,0,0.1,38430,2022,12,23,0.104286
23,0,0.03,40227,2022,12,23,0.034286
24,0,0.13,41994,2022,12,23,0.115714
25,0,0.13,43803,2022,12,23,1.164286
26,0,0.12,45576,2022,12,23,0.111429
27,0,0.12,47396,2022,12,23,0.095714
28,0,0.12,49186,2022,12,23,0.1
29,0,0.12,50981,2022,12,23,0.11
30,0,0.12,52785,2022,12,23,0.107143
31,0,3.77,54591,2022,12,23,2.202857
32,0,0.14,56441,2022,12,23,1.657143
33,0,0.14,58218,2022,12,23,1.672857
34,0,0.14,60023,2022,12,23,1.165714
35,0,3.67,61799,2022,12,23,2.152857
36,0,3.725,63458.5,2022,12,23,2.538333
37,0,0.15,65229.5,2022,12,23,1.365
38,0,0.12,67494,2022,12,23,0.13
39,0,0.12,69287,2022,12,23,0.126667
40,0,0.075,70941,2022,12,23,0.7
41,0,0.03,72586,2022,12,23,0.03
42,0,0.03,73803,2022,12,23,0.06
43,0,0.12,75883,2022,12,23,0.09
44,0,0.03,78152,2022,12,23,0.06
45,0,0.03,79849,2022,12,23,0.055714
46,0,0.03,81740,2022,12,23,0.045
47,0,0.03,83380,2022,12,23,0.03
48,0,0.03,85079,2022,12,23,0.028333
1,0,0.02,945,2022,12,24,0.02
2,0,0.01,2382,2022,12,24,0.012857
3,0,0.01,4798,2022,12,24,0.013333
4,0,0.01,6130,2022,12,24,0.01
5,0,0.01,7931.5,2022,12,24,0.01
6,0,0.01,9281,2022,12,24,0.01
7,0,0.01,11229.5,2022,12,24,0.01
8,0,0.01,13344.5,2022,12,24,0.01
9,0,0.01,15136,2022,12,24,0.01
10,0,0.01,16782,2022,12,24,0.01
11,0,0.01,18595,2022,12,24,0.01
12,0,0.01,20240,2022,12,24,0.01
13,0,0.01,22333,2022,12,24,0.01
14,0,0.02,23993,2022,12,24,0.018571
15,0,0.02,25799,2022,12,24,0.02
16,0,0.02,27602,2022,12,24,0.021429
17,0,0.02,29405,2022,12,24,0.02
18,0,0.02,31191,2022,12,24,0.02
19,0,0.02,32989,2022,12,24,0.02
20,0,0.02,34800.5,2022,12,24,0.02
21,0,0.02,36590,2022,12,24,0.02
22,0,0.03,38413,2022,12,24,0.027143
23,0,0.03,40212,2022,12,24,0.028571
24,0,0.03,42175.5,2022,12,24,0.026667
25,0,0.02,43795,2022,12,24,0.021429
26,0,0.02,45574,2022,12,24,0.021429
27,0,0.02,47522.5,2022,12,24,0.021667
28,0,0.02,49340,2022,12,24,0.02
29,0,0.02,51141,2022,12,24,0.02
30,0,0.02,52919,2022,12,24,0.02
31,0,0.02,54718,2022,12,24,0.02
32,0,0.03,56397,2022,12,24,0.028
33,0,0.03,58349.5,2022,12,24,0.028333
34,0,0.03,60009,2022,12,24,0.028571
35,0,0.03,61791,2022,12,24,0.028571
36,0,0.03,63321,2022,12,24,0.0275
37,0,0.02,65696,2022,12,24,0.024
38,0,0.02,67198,2022,12,24,0.02
39,0,0.02,69148,2022,12,24,0.02
40,0,0.02,70649.5,2022,12,24,0.02
41,0,0.03,72778.5,2022,12,24,0.028333
42,0,0.03,74404,2022,12,24,0.675
43,0,4.04,76198,2022,12,24,2.87
44,0,0.03,78147,2022,12,24,0.03
45,0,0.02,79797,2022,12,24,0.024286
46,0,0.02,81804,2022,12,24,0.02
47,0,0.02,83378,2022,12,24,0.022857
48,0,0.02,85183,2022,12,24,0.02
1,0,0.03,920,2022,12,25,0.726667
2,0,0.025,2291,2022,12,25,0.025
3,0,0.025,4237.5,2022,12,25,0.021667
4,0,0.01,6144,2022,12,25,0.01
5,0,0.01,7956.5,2022,12,25,0.01
6,0,0.01,9605,2022,12,25,0.01
7,0,0.01,11433,2022,12,25,0.01
8,0,0.01,13229.5,2022,12,25,0.01
9,0,0.01,14988,2022,12,25,0.01
10,0,0.01,16943,2022,12,25,0.01
11,0,0.02,18584,2022,12,25,0.021429
12,0,0.025,20244,2022,12,25,0.023333
13,0,0.01,22336,2022,12,25,0.011667
14,0,0.02,24015,2022,12,25,0.02
15,0,0.02,25792,2022,12,25,0.02
16,0,0.02,27615,2022,12,25,0.02
17,0,0.02,29406,2022,12,25,0.02
18,0,0.02,31061,2022,12,25,0.02
19,0,0.02,32997,2022,12,25,0.024286
20,0,0.03,34494,2022,12,25,0.028
21,0,0.03,36608.5,2022,12,25,0.0275
22,0,0.025,38254.5,2022,12,25,0.025
23,0,0.025,40066.5,2022,12,25,0.025
24,0,0.02,41865,2022,12,25,0.0225
25,0,0.02,43820,2022,12,25,0.02
26,0,0.02,45603,2022,12,25,0.021429
27,0,0.02,47424,2022,12,25,0.021429
28,0,0.02,49202,2022,12,25,0.02
29,0,0.02,51009,2022,12,25,0.02
30,0,0.02,52809,2022,12,25,0.02
31,0,0.02,54596,2022,12,25,0.02
32,0,0.02,56407,2022,12,25,0.02
33,0,0.02,58220,2022,12,25,0.024
34,0,0.02,59551,2022,12,25,0.02
35,0,0.02,61210,2022,12,25,0.02
36,0,0.02,63759,2022,12,25,0.02
37,0,0.02,65518,2022,12,25,0.02
38,0,0.025,67323,2022,12,25,0.025
39,0,0.03,69119,2022,12,25,0.03
40,0,0.03,70919,2022,12,25,0.043333
41,0,0.03,72728,2022,12,25,0.03
42,0,0.03,74522.5,2022,12,25,0.045
43,0,0.03,76336,2022,12,25,0.03
44,0,0.03,78123,2022,12,25,0.031667
45,0,0.03,79784,2022,12,25,1.77
46,0,0.03,81718,2022,12,25,0.03
47,0,0.05,83379,2022,12,25,1.794286
48,0,0.03,85171,2022,12,25,0.03
1,0,0.03,875,2022,12,26,0.03
2,0,0.03,2522,2022,12,26,0.03
3,0,0.03,4318.5,2022,12,26,0.03
4,0,0.03,6133.5,2022,12,26,0.03
5,0,0.02,8384,2022,12,26,0.023333
6,0,0.02,9718,2022,12,26,0.02
7,0,0.03,11521,2022,12,26,0.028333
8,0,0.02,13321,2022,12,26,0.02
9,0,0.03,15126.5,2022,12,26,0.03
10,0,0.03,17225,2022,12,26,0.03
11,0,0.03,18577,2022,12,26,0.03
12,0,0.03,20372,2022,12,26,0.03
13,0,0.03,22322.5,2022,12,26,0.028333
14,0,0.02,24120,2022,12,26,0.02
15,0,0.02,25921,2022,12,26,0.021667
16,0,0.02,27867,2022,12,26,0.022
17,0,0.02,29520.5,2022,12,26,0.021667
18,0,0.03,31317.5,2022,12,26,0.028333
19,0,0.03,33270,2022,12,26,0.03
20,0,0.03,34810,2022,12,26,0.03
21,0,0.03,36153.5,2022,12,26,0.03
22,0,0.03,38134,2022,12,26,0.03
23,0,0.03,39893,2022,12,26,0.03
24,0,0.03,41407,2022,12,26,0.03
25,0,0.03,43954.5,2022,12,26,0.03
26,0,0.03,45307.5,2022,12,26,0.03
27,0,0.03,47394,2022,12,26,0.03
28,0,0.02,48594,2022,12,26,0.02
29,0,0.03,50382,2022,12,26,0.03
30,0,0.03,52937.5,2022,12,26,0.03
31,0,0.03,53994,2022,12,26,0.03
32,0,0.03,56559.5,2022,12,26,0.03
33,0,0.03,58188,2022,12,26,0.03
34,0,0.03,58601,2022,12,26,0.03
35,0,0.03,61800,2022,12,26,0.03
36,0,0.03,63757.5,2022,12,26,0.03
37,0,0.03,65084,2022,12,26,0.03
38,0,0.03,66881.5,2022,12,26,0.03
39,0,0.03,68692,2022,12,26,0.03
40,0,0.03,71076,2022,12,26,0.03
41,0,0.03,72434,2022,12,26,0.03
42,0,0.03,73784,2022,12,26,0.03
43,0,0.03,75884,2022,12,26,0.794
44,0,0.03,78288,2022,12,26,0.03
45,0,0.03,79887,2022,12,26,0.03
46,0,0.03,81637,2022,12,26,0.03
47,0,0.03,83388,2022,12,26,0.625714
48,0,0.03,85181,2022,12,26,0.03
1,0,0.03,1196,2022,12,27,0.03
2,0,0.03,2530,2022,12,27,0.03
3,0,0.03,4178,2022,12,27,0.03
4,0,0.03,5831.5,2022,12,27,0.03
5,0,0.03,7178,2022,12,27,0.03
6,0,0.03,8979,2022,12,27,0.03
7,0,0.03,10784,2022,12,27,0.03
8,0,0.03,13182,2022,12,27,0.03
9,0,0.03,14998,2022,12,27,0.0275
10,0,0.02,16646,2022,12,27,0.0225
11,0,0.03,18738.5,2022,12,27,0.03
12,0,0.03,20526,2022,12,27,0.03
13,0,0.03,22344.5,2022,12,27,0.03
14,0,0.02,23984,2022,12,27,0.022857
15,0,0.02,25788,2022,12,27,0.022857
16,0,0.02,27434,2022,12,27,0.023333
17,0,0.025,29531.5,2022,12,27,0.025
18,0,0.03,31185,2022,12,27,0.03
19,0,0.03,33080.5,2022,12,27,0.03
20,0,0.03,34829,2022,12,27,0.028571
21,0,0.03,36892,2022,12,27,0.03
22,0,0.03,38530,2022,12,27,0.026667
23,0,0.03,40337,2022,12,27,0.026667
24,0,0.02,41994,2022,12,27,0.024286
25,0,0.02,43951.5,2022,12,27,0.023333
26,0,0.02,45729.5,2022,12,27,0.02
27,0,0.02,47386,2022,12,27,0.02
28,0,0.02,49327,2022,12,27,0.02
29,0,0.02,51130,2022,12,27,0.02
30,0,0.02,52785,2022,12,27,0.02
31,0,0.02,54725.5,2022,12,27,0.02
32,0,0.025,56534.5,2022,12,27,0.025
33,0,0.03,58330.5,2022,12,27,0.03
34,0,0.03,60132,2022,12,27,0.03
35,0,0.03,61934,2022,12,27,0.03
36,0,0.03,63732.5,2022,12,27,0.03
37,0,0.03,64817,2022,12,27,0.03
38,0,0.03,66762.5,2022,12,27,0.03
39,0,0.03,68986,2022,12,27,0.032
40,0,0.03,71109,2022,12,27,0.03
41,0,0.02,72590,2022,12,27,0.02
42,0,0.02,74389,2022,12,27,0.02
43,0,0.025,76037.5,2022,12,27,0.025
44,0,0.03,77971,2022,12,27,0.03
45,0,0.03,79930,2022,12,27,1.296667
46,0,0.02,81722.5,2022,12,27,0.023333
47,0,0.03,83529.5,2022,12,27,0.67
48,0,0.02,85323,2022,12,27,0.02
1,0,0.03,1024,2022,12,28,0.028333
2,0,0.02,2544.5,2022,12,28,0.021667
3,0,0.02,4492,2022,12,28,0.016
4,0,0.01,5737,2022,12,28,0.012
5,0,0.01,7794,2022,12,28,0.011429
6,0,0.01,9315,2022,12,28,0.012
7,0,0.01,10809,2022,12,28,0.01
8,0,0.01,13320,2022,12,28,0.01
9,0,0.01,15119.5,2022,12,28,0.01
10,0,0.015,16920.5,2022,12,28,0.015
11,0,0.02,18719,2022,12,28,0.02
12,0,0.02,20518,2022,12,28,0.023333
13,0,0.03,22336.5,2022,12,28,0.028333
14,0,0.025,24134,2022,12,28,0.025
15,0,0.025,25935.5,2022,12,28,0.025
16,0,0.03,27725.5,2022,12,28,0.045
17,0,0.03,29528,2022,12,28,0.03
18,0,0.03,31329.5,2022,12,28,0.03
19,0,0.03,33125.5,2022,12,28,0.03
20,0,0.03,34931,2022,12,28,0.03
21,0,0.03,36587,2022,12,28,0.03
22,0,0.03,38532.5,2022,12,28,0.03
23,0,0.03,40337,2022,12,28,0.03
24,0,0.03,42127,2022,12,28,0.03
25,0,0.03,43929,2022,12,28,0.03
26,0,0.03,45735.5,2022,12,28,0.03
27,0,0.03,47532.5,2022,12,28,0.03
28,0,0.03,49342,2022,12,28,0.03
29,0,0.03,51137,2022,12,28,0.033333
30,0,0.045,52966,2022,12,28,0.08
31,0,0.19,54736,2022,12,28,0.19
32,0,0.22,56535.5,2022,12,28,0.201667
33,0,0.16,58480,2022,12,28,1.594
34,0,0.19,59975,2022,12,28,1.752857
35,0,3.97,61785,2022,12,28,4.395714
36,0,6.31,63585,2022,12,28,6.182857
37,0,5.505,65538,2022,12,28,5.545
38,0,3.98,67190,2022,12,28,4.275714
39,0,5.09,69148,2022,12,28,5.02
40,0,0.03,70800,2022,12,28,0.04
41,0,0.03,72735,2022,12,28,0.031667
42,0,0.03,74399,2022,12,28,0.031429
43,0,0.04,76184,2022,12,28,1.692857
44,0,4.08,77975,2022,12,28,3.132857
45,0,0.03,79931,2022,12,28,0.705
46,0,0.03,81718,2022,12,28,0.03
47,0,2.005,83525.5,2022,12,28,2.051667
48,0,0.03,85329.5,2022,12,28,0.69
1,0,8.11,1022.5,2022,12,29,7.933333
2,0,4.735,2547.5,2022,12,29,4.708333
3,0,4.29,4193,2022,12,29,3.791429
4,0,4.74,6171.5,2022,12,29,4.691667
5,0,4.36,7941,2022,12,29,4.345
6,0,4.345,9743,2022,12,29,4.348333
7,0,4.315,11239.5,2022,12,29,4.3075
8,0,4.32,13319.5,2022,12,29,4.323333
9,0,4.28,15120.5,2022,12,29,4.28
10,0,4.275,16916.5,2022,12,29,4.285
11,0,5.07,18720.5,2022,12,29,4.856667
12,0,5.125,20524,2022,12,29,5.153333
13,0,5.02,22374.5,2022,12,29,5.63
14,0,4.09,24147,2022,12,29,2.776667
15,0,0.04,25785,2022,12,29,1.86
16,0,3.92,27590,2022,12,29,2.97
17,0,4.62,29288.5,2022,12,29,4.11
18,0,3.94,31181,2022,12,29,4.08
19,0,3.83,32986,2022,12,29,2.324
20,0,0.03,34948,2022,12,29,0.03
21,0,0.03,36590,2022,12,29,0.03
22,0,0.03,38412,2022,12,29,0.031429
23,0,0.03,40346.5,2022,12,29,0.031667
24,0,0.03,42124.5,2022,12,29,0.03
25,0,0.03,43919,2022,12,29,0.03
26,0,0.03,45725.5,2022,12,29,0.03
27,0,0.03,47550,2022,12,29,0.03
28,0,0.03,49180,2022,12,29,0.03
29,0,0.03,50967,2022,12,29,0.027143
30,0,0.03,52925.5,2022,12,29,0.028333
31,0,0.03,54720,2022,12,29,0.03
32,0,0.03,56518.5,2022,12,29,0.03
33,0,0.03,58172,2022,12,29,0.03
34,0,0.03,60272,2022,12,29,0.03
35,0,1.89,61918.5,2022,12,29,1.921667
36,0,5.11,63717,2022,12,29,5.105
37,0,5.35,65537.5,2022,12,29,6.128333
38,0,4.99,67378,2022,12,29,4.961667
39,0,4.97,68985,2022,12,29,4.711429
40,0,8.1,70483,2022,12,29,7.628
41,0,4.36,72773,2022,12,29,4.41
42,0,3.86,74437,2022,12,29,3.867143
43,0,4.545,76361,2022,12,29,4.538333
44,0,4.88,77981,2022,12,29,4.73
45,0,3.97,80091,2022,12,29,3.268571
46,0,0.03,81734,2022,12,29,0.03
47,0,4.08,83535.5,2022,12,29,4.408333
48,0,2.035,85332,2022,12,29,2.048333
1,0,0.03,1035,2022,12,30,0.703333
2,0,0.03,2539.5,2022,12,30,0.03
3,0,0.02,4348,2022,12,30,0.02
4,0,0.015,6019.5,2022,12,30,0.015
5,0,0.02,7382.5,2022,12,30,0.0175
6,0,0.01,9488.5,2022,12,30,0.011667
7,0,0.01,10936.5,2022,12,30,0.01
8,0,0.01,13330.5,2022,12,30,0.01
9,0,0.01,14407.5,2022,12,30,0.01
10,0,0.015,16506.5,2022,12,30,0.015
11,0,0.03,18580,2022,12,30,0.028571
12,0,0.03,20226,2022,12,30,0.03
13,0,0.03,22323.5,2022,12,30,0.03
14,0,0.03,24144,2022,12,30,0.043333
15,0,0.03,25939,2022,12,30,0.03
16,0,0.03,27579,2022,12,30,0.03
17,0,0.03,29241.5,2022,12,30,0.03
18,0,0.03,31184,2022,12,30,0.031667
19,0,0.03,33291,2022,12,30,0.03
20,0,0.03,34514,2022,12,30,0.03
21,0,0.03,36290,2022,12,30,0.03
22,0,0.03,38520.5,2022,12,30,0.03
23,0,0.03,40041,2022,12,30,0.03
24,0,0.04,41690,2022,12,30,0.06
25,0,3.73,43481,2022,12,30,2.586667
26,0,3.91,45587,2022,12,30,3.912
27,0,0.04,47415,2022,12,30,1.71
28,0,0.03,49183,2022,12,30,0.03
29,0,0.03,51134,2022,12,30,0.03
30,0,0.03,52509,2022,12,30,0.03
31,0,0.03,54579,2022,12,30,0.03
32,0,0.03,56697,2022,12,30,0.03
33,0,0.03,57895,2022,12,30,0.03
34,0,0.03,59979,2022,12,30,0.03
35,0,0.03,61780,2022,12,30,0.03
36,0,3.68,63718.5,2022,12,30,3.875
37,0,3.69,65531,2022,12,30,3.895
38,0,3.69,67333,2022,12,30,4.055
39,0,3.65,69138,2022,12,30,3.821667
40,0,0.03,70928,2022,12,30,0.595
41,0,0.03,72735.5,2022,12,30,0.595
42,0,1.76,74533.5,2022,12,30,1.76
43,0,4.295,76328,2022,12,30,4.285
44,0,3.74,78398,2022,12,30,4.198
45,0,0.03,79809,2022,12,30,1.091429
46,0,0.03,81595,2022,12,30,0.03
47,0,3.83,83415,2022,12,30,3.203333
48,0,0.03,85192,2022,12,30,0.027143
1,0,0.03,897,2022,12,31,0.03
2,0,0.03,2524.5,2022,12,31,0.03
3,0,0.03,4322,2022,12,31,0.03
4,0,0.03,6126,2022,12,31,0.03
5,0,0.03,7933.5,2022,12,31,0.03
6,0,0.03,9737.5,2022,12,31,0.03
7,0,0.02,11545,2022,12,31,0.023333
8,0,0.02,12891,2022,12,31,0.02
9,0,0.02,15149,2022,12,31,0.021667
10,0,0.03,16651,2022,12,31,0.028333
11,0,0.03,18582,2022,12,31,0.03
12,0,0.03,20386,2022,12,31,0.03
13,0,0.03,22179,2022,12,31,0.591429
14,0,0.03,23995,2022,12,31,0.03
15,0,0.03,25784,2022,12,31,0.03
16,0,0.03,27589,2022,12,31,1.114286
17,0,0.03,29381,2022,12,31,0.03
18,0,0.03,31203,2022,12,31,0.03
19,0,0.03,33045,2022,12,31,0.548571
20,0,3.635,34935.5,2022,12,31,3.066667
21,0,4.83,36585,2022,12,31,4.011429
22,0,3.77,38380,2022,12,31,3.875714
23,0,3.78,40183.5,2022,12,31,3.131667
24,0,3.77,41988,2022,12,31,3.537143
25,0,4.8,43787,2022,12,31,4.37
26,0,3.68,45571,2022,12,31,3.187143
27,0,3.52,47392,2022,12,31,2.084286
28,0,3.55,49174,2022,12,31,2.574286
29,0,3.58,50968,2022,12,31,2.587143
30,0,3.56,52920.5,2022,12,31,2.405
31,0,3.67,54713,2022,12,31,3.645
32,0,3.49,56372,2022,12,31,3.038571
33,0,3.66,58330,2022,12,31,3.678333
34,0,4.375,60148,2022,12,31,4.371667
35,0,3.51,61940,2022,12,31,3.528333
36,0,3.915,63729,2022,12,31,4.225
37,0,3.84,65239.5,2022,12,31,4.0275
38,0,4.385,67032,2022,12,31,4.4175
39,0,4.41,69128,2022,12,31,4.398333
40,0,4.93,70929.5,2022,12,31,4.573333
41,0,3.98,71996,2022,12,31,3.98
42,0,4.91,74397,2022,12,31,4.755714
43,0,5.2,76329,2022,12,31,5.185
44,0,5.28,77842,2022,12,31,5.221667
45,0,4.87,79802,2022,12,31,4.634286
46,0,0.03,81600,2022,12,31,1.65
47,0,3.89,83386,2022,12,31,3.672857
48,0,0.03,85193,2022,12,31,1.624286
1,0,3.865,1057.5,2023,1,1,2.818333
2,0,3.905,2531,2023,1,1,3.923333
3,0,3.935,4329.5,2023,1,1,3.301667
4,0,5.515,6130,2023,1,1,5.668333
5,0,4.28,7922.5,2023,1,1,4.343333
6,0,3.995,9726,2023,1,1,2.783333
7,0,0.03,11520.5,2023,1,1,0.03
8,0,0.03,13186,2023,1,1,0.591429
9,0,0.03,15133,2023,1,1,0.03
10,0,0.03,16932.5,2023,1,1,0.03
11,0,0.03,18603,2023,1,1,1.148571
